Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1,56,1,41,1,1,0,38436,124,91,0
1,49,1,0,1,1,0,2630,26,279,0
0,32,1,6,1,0,0,41132,152,170,0
1,45,1,3,0,1,1,2630,160,179,0
1,62,1,28,1,1,0,2630,124,287,0
0,79,1,31,0,1,0,2630,124,271,0
1,65,1,36,0,1,1,29694,26,233,0
1,23,1,43,1,0,0,2630,152,200,0
0,53,1,28,0,1,0,39913,26,247,0
1,34,1,28,0,1,1,47490,122,235,0
1,30,1,49,1,0,0,28187,152,166,0
1,57,1,2,1,1,0,24766,152,157,0
1,23,1,15,0,0,1,22595,151,116,0
1,58,1,28,0,1,1,45715,124,187,0
0,30,1,41,0,0,1,2630,156,146,0
1,21,1,47,1,0,0,37976,152,58,0
0,76,1,28,0,2,1,36467,999,215,0
0,24,1,46,0,0,1,2630,160,62,0
1,22,1,46,1,0,0,17847,152,67,0
0,71,1,28,1,1,0,30711,122,104,0
1,57,1,8,1,1,0,46225,26,90,0
1,56,1,8,1,1,1,41721,154,75,0
1,53,1,28,0,2,1,49228,26,166,1
0,54,1,50,1,1,0,44982,124,91,0
1,41,1,6,1,1,0,25418,152,256,0
1,27,1,3,1,0,0,2630,152,153,0
0,40,1,50,0,1,0,44137,124,96,0
1,39,1,28,0,1,1,35432,26,106,1
1,44,1,46,0,1,1,33786,124,53,0
1,42,1,32,0,1,1,27144,124,185,0
1,46,1,8,0,1,1,32938,999,80,1
1,53,1,8,1,1,0,48345,26,179,0
0,23,1,15,0,1,1,2630,156,267,0
1,46,1,28,1,1,0,26943,26,75,0
1,53,1,28,0,2,1,39254,26,97,0
0,21,1,8,1,0,0,25588,152,88,0
1,28,1,21,0,0,1,2630,152,225,0
1,32,1,40,0,0,1,29488,152,205,0
1,21,1,13,0,0,1,21673,160,100,0
0,36,1,28,1,1,0,31907,122,147,0
1,22,1,46,1,0,0,35691,152,216,0
1,46,1,45,0,1,1,2630,156,51,0
0,58,1,33,0,1,1,28901,124,266,0
1,30,1,50,0,1,1,42400,26,168,0
0,22,1,6,0,0,1,24254,152,237,0
1,50,1,8,0,2,1,53091,124,70,0
0,32,1,3,0,1,1,27414,26,101,0
0,20,1,14,0,1,1,42897,157,85,0
1,23,1,50,0,0,1,35824,152,20,0
0,40,1,15,0,1,1,2630,157,72,0
1,42,1,33,0,1,1,34971,26,137,1
1,35,1,28,1,1,0,58079,26,226,0
0,49,1,48,0,2,1,2630,999,204,0
1,40,1,28,0,1,1,32156,124,202,0
1,22,1,15,1,0,0,26066,152,28,0
0,21,1,47,1,0,1,40572,160,145,0
1,38,1,5,0,1,1,34333,124,187,1
1,60,1,45,0,1,1,41526,26,159,0
1,28,1,28,1,0,0,51739,152,118,0
0,49,1,28,0,1,1,35305,26,269,0
1,30,1,41,1,0,0,32637,152,95,0
1,40,1,8,1,1,0,2630,152,58,0
0,28,1,17,1,0,0,39135,152,260,0
0,25,1,8,1,0,0,50004,152,51,0
0,40,1,6,0,1,1,2630,124,70,0
1,44,1,28,0,1,1,31161,124,224,0
1,48,1,14,0,1,0,2630,124,297,0
0,50,1,10,0,1,1,19523,124,280,0
0,42,1,3,1,1,0,21829,124,266,0
1,64,1,18,0,1,1,2630,999,90,0
1,48,1,8,1,1,1,40337,999,115,0
0,21,1,3,0,0,1,30906,160,111,0
1,52,1,34,1,1,0,27451,26,179,0
0,45,1,28,1,1,0,45971,26,191,0
0,27,1,21,1,0,0,28525,152,173,0
0,23,1,8,1,0,0,51556,152,45,0
1,39,1,28,0,1,1,32822,26,276,1
1,50,1,8,0,1,1,29718,999,144,0
1,24,1,35,1,0,0,32918,152,138,0
0,40,1,28,0,1,1,47232,124,114,1
1,49,1,28,0,2,1,37469,26,93,1
0,23,1,41,1,1,0,2630,124,225,0
1,71,1,28,0,2,1,61702,999,165,0
0,26,1,2,0,0,0,36786,152,187,0
0,39,1,19,0,1,1,2630,157,272,1
1,23,1,11,1,0,0,39536,152,69,0
1,30,1,10,1,0,0,65720,152,162,0
1,47,1,8,0,1,1,2630,999,34,0
1,48,1,33,0,1,1,32219,124,236,0
1,72,1,41,0,2,1,57302,26,115,0
0,51,1,28,0,1,1,2630,124,148,0
1,37,1,35,0,1,1,24510,124,111,1
0,38,1,28,0,1,0,25465,999,263,0
1,38,1,47,0,2,1,2630,156,157,0
0,26,1,28,1,0,0,41813,152,117,0
1,74,1,28,0,2,1,48326,26,211,1
1,27,1,28,1,0,0,56190,152,80,0
0,23,1,28,1,1,1,40385,124,253,0
0,25,1,18,1,0,0,2630,152,23,0
1,46,1,11,0,1,1,31624,26,86,1
0,31,1,41,0,0,1,20493,154,281,0
1,24,1,35,0,0,1,2630,152,122,0
1,50,1,30,0,1,1,24598,999,71,1
1,74,1,28,0,1,1,50967,26,171,0
0,55,1,26,1,1,0,30352,26,172,0
1,44,1,28,0,2,1,51493,124,291,0
0,26,1,2,1,0,0,18187,152,254,0
0,34,1,35,0,1,1,23856,152,289,0
1,58,1,28,0,1,1,37906,163,150,0
0,52,1,28,0,1,1,2630,999,95,0
0,21,1,37,1,0,0,40869,152,293,0
0,44,1,28,0,2,1,40330,26,23,0
0,59,1,28,1,1,0,33893,26,168,0
0,37,1,46,0,1,1,2630,157,263,1
1,39,1,28,0,1,1,35024,999,165,0
0,22,1,3,1,0,0,36889,152,143,0
0,43,1,7,0,2,1,36302,124,170,0
0,36,1,46,0,1,1,2630,156,287,0
1,48,1,0,0,1,1,2630,124,257,0
1,43,1,28,1,1,0,31441,26,166,0
0,23,1,16,1,0,0,24353,152,23,0
1,40,1,28,0,1,1,29045,124,271,0
1,49,1,12,0,1,1,39167,26,161,0
1,72,1,28,0,1,1,72963,999,280,0
0,74,1,28,0,1,1,44392,26,115,1
1,43,1,29,0,1,1,35207,124,29,0
1,22,1,35,0,0,1,47182,152,246,0
1,36,1,28,1,1,1,29798,26,187,0
0,28,1,28,1,0,0,31121,152,281,0
1,38,1,45,1,1,0,23519,154,256,0
0,25,1,19,1,0,0,20637,26,127,0
0,24,1,39,1,0,0,2630,151,70,0
0,41,1,46,0,1,0,26747,124,142,0
1,45,1,8,1,1,0,39605,124,298,0
0,54,1,50,0,1,1,31987,124,183,0
1,30,1,14,0,0,1,24477,124,257,0
1,22,1,26,1,0,0,22741,152,245,0
0,25,1,28,1,0,0,30038,152,36,0
1,32,1,50,1,0,0,2630,152,276,0
0,21,1,28,0,1,1,50974,154,286,0
1,24,1,28,1,0,0,2630,152,68,0
1,21,1,10,1,0,0,36604,152,131,0
1,25,1,16,0,0,1,2630,152,90,0
1,44,1,28,0,1,1,2630,156,218,0
0,30,1,29,1,0,0,32474,152,134,0
1,24,1,37,0,0,1,2630,160,246,0
1,54,1,28,0,2,1,36397,26,245,0
1,52,1,28,0,1,1,36886,124,294,1
1,25,1,15,1,0,0,30123,152,72,0
1,37,1,29,0,1,1,35329,124,12,0
1,40,1,28,0,1,1,34167,124,48,1
0,48,1,28,1,1,0,31527,124,131,0
1,31,1,6,0,1,1,31754,26,236,0
1,32,1,30,1,0,0,19927,152,198,0
0,31,1,4,1,0,0,2630,160,67,0
1,62,1,12,0,1,1,38089,124,81,0
0,21,1,37,0,0,1,34520,152,123,1
1,31,1,28,0,1,1,30710,26,37,1
0,65,1,28,0,2,1,2630,999,187,0
0,25,1,11,1,0,0,36449,152,170,0
1,23,1,46,1,0,0,24769,152,197,0
0,26,1,47,1,0,0,2630,152,48,0
1,80,1,30,0,1,1,33017,26,13,0
0,21,1,46,0,0,1,37800,152,22,1
1,48,1,8,0,1,1,42402,26,72,1
0,22,1,28,0,0,0,52167,152,117,0
0,28,1,8,1,0,0,55892,160,150,0
0,27,1,41,1,0,0,43453,152,287,0
0,52,1,28,0,1,1,34541,26,261,0
0,40,1,28,0,1,1,2630,124,239,1
0,29,1,41,1,0,0,25575,152,186,0
1,52,1,46,0,1,1,22887,124,70,0
1,24,1,15,1,0,0,36293,152,261,0
0,32,1,32,0,0,1,32768,152,204,0
1,51,1,11,0,1,1,2630,999,98,0
1,26,1,4,1,0,0,28339,154,251,0
0,30,1,47,1,0,0,19822,151,165,0
0,21,1,43,1,0,0,36801,152,260,0
0,23,1,15,0,0,0,2630,151,82,0
0,70,1,28,1,1,0,31222,999,76,0
1,25,1,13,1,0,0,29444,152,184,0
1,24,1,28,1,0,0,39395,152,49,0
1,62,1,28,0,1,1,31632,26,242,0
1,20,1,2,0,0,1,24775,160,47,0
1,49,1,36,0,1,0,2630,26,283,0
1,22,1,41,1,0,0,31986,152,102,0
0,44,1,5,0,1,1,30413,26,276,0
1,34,1,41,1,1,0,26895,152,282,0
1,37,1,31,0,1,1,2630,999,56,1
1,29,1,28,1,0,0,42325,152,289,0
0,23,1,18,1,0,0,23011,152,212,0
0,22,1,41,1,0,0,29842,152,201,0
1,65,1,28,0,1,1,46266,26,284,0
0,25,1,3,0,0,1,21646,152,255,1
1,47,1,0,1,1,1,2630,999,169,0
0,22,1,30,1,0,0,26362,152,233,0
0,54,1,28,0,2,1,39865,122,280,0
0,37,1,28,0,1,1,32011,999,137,0
0,22,1,30,1,0,0,35554,152,103,0
0,44,1,16,0,1,1,23857,152,20,0
0,43,1,28,0,1,1,49145,124,253,0
0,50,1,28,1,1,0,26077,26,139,0
1,77,1,28,1,1,1,2630,26,153,0
0,36,1,50,1,1,0,39157,26,233,0
0,63,1,8,0,1,1,2630,156,88,0
1,22,1,36,1,0,0,40727,160,177,0
1,51,1,46,0,1,1,23311,26,174,1
1,53,1,8,0,1,1,36581,999,243,1
0,26,1,30,1,0,0,22756,152,242,0
1,20,1,28,1,0,0,2630,999,105,0
0,28,1,34,1,0,0,27772,152,147,0
1,49,1,33,0,1,1,2630,124,169,0
1,44,1,8,0,0,0,2630,999,253,0
0,43,1,37,0,1,0,36708,124,93,0
1,41,1,28,1,1,0,38323,26,32,0
1,27,1,41,1,0,0,39818,152,256,0
0,38,1,19,0,1,1,27926,124,195,0
1,22,1,50,1,0,0,32104,152,120,0
0,39,1,28,1,1,0,30384,124,100,0
1,31,1,28,0,0,1,43240,152,259,0
0,24,1,6,0,0,0,23640,152,52,0
1,69,1,14,0,1,1,42753,999,170,0
0,49,1,35,0,1,1,34326,163,142,1
1,28,1,28,1,0,0,43964,152,174,0
0,33,1,15,0,1,1,32545,156,132,0
1,43,1,11,0,1,1,42888,124,63,0
1,22,1,8,0,0,0,42385,152,197,0
1,64,1,8,1,1,0,29331,124,278,0
1,59,1,11,0,2,1,36149,26,76,1
1,25,1,38,1,0,0,23682,152,35,0
0,33,1,46,1,0,0,19376,124,258,0
1,23,1,11,1,0,1,20403,152,78,0
1,21,1,8,1,0,0,38401,160,74,0
0,36,1,8,1,1,0,27666,154,100,0
0,31,1,14,1,0,0,16554,152,181,0
1,47,1,29,0,1,1,26229,26,184,0
1,47,1,15,0,1,1,31344,124,204,0
0,25,1,25,1,0,0,28816,152,80,0
0,41,1,29,0,1,0,2630,26,17,0
0,38,1,21,1,1,0,2630,152,110,0
0,43,1,28,0,1,1,2630,26,130,0
0,24,1,30,1,0,0,30263,152,93,0
1,40,1,18,0,1,1,29448,26,214,0
1,45,1,28,0,1,1,2630,999,84,1
0,60,1,28,1,1,1,49211,999,178,0
1,34,1,9,0,1,1,28782,152,78,0
1,21,1,33,0,1,0,21965,154,175,1
1,23,1,8,1,0,0,41512,152,105,0
1,24,1,32,0,0,1,2630,152,52,1
1,22,1,3,0,0,1,35145,160,129,0
1,59,1,46,1,1,0,27814,26,211,0
0,35,1,2,1,1,0,18953,152,217,0
1,45,1,28,0,1,1,40228,26,270,1
1,40,1,24,0,1,1,30368,124,52,1
1,39,1,28,1,1,0,49279,152,101,0
1,30,1,8,1,1,0,39090,999,154,0
1,25,1,41,1,0,0,32963,152,194,0
1,22,1,22,1,0,0,29293,152,147,0
0,47,1,31,1,1,0,2630,124,293,0
1,22,1,29,1,0,0,41460,152,212,0
1,21,1,10,0,0,1,30016,152,49,0
0,54,1,41,0,1,1,2630,26,242,0
1,61,1,28,0,2,1,43637,122,228,1
1,77,1,28,1,1,0,56434,999,45,0
1,24,1,29,1,0,0,32535,152,29,0
1,41,1,28,0,1,1,58292,26,125,0
1,70,1,28,0,2,1,45603,999,110,0
1,21,1,13,0,0,1,31777,160,259,0
0,43,1,28,0,2,1,39022,26,67,0
0,24,1,15,0,0,0,2630,26,137,0
1,27,1,17,1,0,0,27000,152,207,0
0,45,1,15,1,1,0,33842,26,67,0
0,50,1,41,1,1,0,42012,999,233,0
0,54,1,28,0,1,1,50294,26,84,1
1,80,1,46,1,1,1,38351,26,243,0
0,23,1,16,0,0,1,34725,151,165,0
0,30,1,41,1,0,0,28836,160,45,0
0,28,1,46,0,1,1,24821,163,73,0
0,26,1,28,0,0,1,61735,26,15,1
1,73,1,28,0,1,1,40950,26,38,0
1,29,1,30,1,0,0,32008,152,204,0
1,44,1,46,0,1,1,23819,26,179,0
1,24,1,7,1,0,0,37636,152,267,0
0,45,1,30,0,1,1,2630,156,82,1
1,23,1,28,1,0,0,19295,160,245,0
0,24,1,15,1,0,0,32721,152,229,0
0,26,1,15,1,0,0,35162,152,117,0
1,57,1,8,0,1,1,34572,26,61,0
1,25,1,6,1,0,0,32616,152,204,0
1,44,1,28,0,1,1,49353,26,21,0
1,24,1,28,1,0,0,40547,152,71,0
0,54,1,44,0,1,1,2630,156,265,0
1,24,1,23,1,0,0,30259,152,148,0
0,25,1,39,0,0,0,31796,152,281,0
1,20,1,28,0,0,1,34784,160,169,0
0,35,1,50,0,1,1,2630,156,131,0
1,32,1,30,1,0,0,27495,152,72,0
1,57,1,29,0,1,1,30367,26,110,0
1,50,1,28,0,2,1,38905,124,133,1
0,70,1,15,1,1,0,2630,152,80,0
0,42,1,28,0,1,1,26039,124,66,0
0,24,1,39,1,0,0,37939,152,145,0
0,50,1,28,0,1,1,44973,26,53,0
1,51,1,28,0,1,0,58918,124,123,0
1,40,1,28,0,1,1,30876,124,62,0
1,77,1,28,0,1,1,31120,124,193,0
1,54,1,28,0,1,1,37439,26,65,0
0,23,1,29,1,0,0,38331,152,240,0
0,22,1,15,1,0,0,38538,152,66,0
1,34,1,8,0,1,1,40499,124,105,1
1,42,1,28,1,1,0,36556,999,255,0
1,47,1,28,0,1,1,51326,124,256,0
1,42,1,46,0,1,1,29310,152,66,0
0,29,1,28,1,0,0,35615,152,211,0
0,28,1,28,1,0,0,48613,152,34,0
0,32,1,18,1,0,0,2630,152,14,0
1,61,1,7,0,2,1,2630,124,196,1
1,55,1,28,0,1,1,26944,26,56,0
0,22,1,28,1,0,0,51322,152,111,0
1,75,1,28,1,1,0,28232,26,96,0
1,53,1,47,0,1,1,32625,999,233,0
0,30,1,28,1,0,0,28207,152,134,0
0,46,1,41,1,1,0,31177,124,243,0
1,44,1,51,0,1,1,64584,26,242,0
1,23,1,28,0,0,1,66415,152,173,0
0,31,1,50,1,0,0,38635,152,255,0
0,27,1,28,0,0,1,49772,152,264,0
1,20,1,8,0,0,0,37460,160,238,0
0,41,1,45,1,1,0,29878,152,20,0
1,24,1,36,1,0,0,36002,152,124,0
0,40,1,28,1,1,0,49668,124,74,0
0,21,1,3,0,0,1,32417,160,180,0
0,25,1,14,1,0,0,30650,152,49,0
0,23,1,13,1,0,0,31234,151,260,0
0,25,1,10,1,0,0,24620,152,202,0
0,27,1,3,0,0,1,18563,152,189,0
0,23,1,12,1,0,0,35167,152,254,0
1,35,1,0,1,1,0,2630,151,87,0
0,38,1,12,0,1,1,2630,157,185,0
1,22,1,39,0,0,1,37110,152,225,0
1,28,1,30,1,0,0,27312,152,296,0
0,71,1,26,0,2,1,46209,999,44,0
0,40,1,35,0,1,1,33663,999,261,0
1,37,1,28,0,1,1,36127,26,267,1
0,55,1,8,1,1,0,38063,152,30,0
0,47,1,48,1,1,0,2630,999,233,0
1,65,1,41,0,2,1,39182,999,280,0
0,33,1,31,0,0,1,2630,152,265,0
1,24,1,32,0,0,1,35215,151,233,1
0,28,1,50,0,1,0,2630,124,72,0
1,65,1,41,0,1,1,38044,26,153,0
1,66,1,28,0,1,1,41210,26,188,0
1,61,1,2,1,1,0,42619,26,35,0
0,25,1,6,1,0,0,15213,152,171,0
1,28,1,8,1,0,0,35833,152,51,0
1,53,1,28,0,2,1,54489,26,102,0
0,48,1,28,0,1,1,30060,999,42,0
0,23,1,27,0,0,1,30062,152,33,0
0,30,1,28,0,0,1,37100,999,162,1
1,30,1,28,0,1,1,66673,122,270,0
0,24,1,11,1,0,0,30888,152,71,0
1,58,1,11,0,1,1,26080,124,262,0
1,25,1,14,1,0,0,29367,152,259,0
0,44,1,12,1,1,0,2630,124,196,0
1,44,1,28,1,1,0,54609,26,39,0
1,50,1,28,0,1,1,43057,124,283,0
0,46,1,28,0,1,1,2630,156,250,0
1,62,1,28,0,1,1,72963,124,253,0
1,37,1,28,0,1,1,45547,156,276,0
1,43,1,8,1,1,0,37261,26,233,0
1,29,1,43,0,1,1,27973,124,93,0
1,38,1,46,1,1,0,32214,124,230,0
0,24,1,25,1,0,0,33250,152,182,0
1,56,1,2,0,1,0,28305,26,155,0
1,69,1,37,1,1,1,37064,26,62,0
1,40,1,28,1,1,0,49805,122,171,0
1,23,1,41,0,0,1,2630,152,176,0
1,29,1,39,1,0,0,30288,160,42,0
0,36,1,2,1,1,0,27497,124,54,0
1,21,1,15,0,0,1,38953,152,196,0
0,43,1,28,1,1,0,27394,26,125,0
1,26,1,8,1,0,0,72963,152,262,0
0,50,1,37,0,1,1,29562,999,73,0
0,71,1,30,1,1,0,33176,152,42,0
1,24,1,29,0,0,1,2630,156,216,0
1,50,1,46,0,1,0,35593,124,151,0
1,21,1,28,0,0,1,43342,160,72,0
1,77,1,8,1,1,0,42663,999,70,0
0,21,1,10,1,0,0,22567,152,102,0
1,34,1,50,1,1,0,2630,999,298,0
1,27,1,18,1,0,0,30791,152,89,0
1,38,1,28,0,1,1,2630,124,88,0
0,25,1,44,1,0,0,2630,152,215,0
0,61,1,28,1,1,0,30039,999,152,0
1,23,1,40,0,0,1,28247,152,145,1
1,42,1,28,1,1,0,41187,124,39,0
1,24,1,15,0,0,0,34569,151,287,0
0,24,1,34,0,0,0,37188,152,226,0
1,30,1,13,1,0,0,38119,152,102,0
1,51,1,28,0,2,1,47028,26,262,1
1,40,1,36,0,1,1,34582,124,218,0
0,26,1,41,1,0,0,38820,152,244,0
1,34,1,28,0,1,1,48626,124,120,0
0,21,1,12,1,0,0,40182,160,220,0
1,41,1,31,1,1,0,2630,999,231,0
1,55,1,46,0,1,1,35276,152,61,0
0,21,1,43,1,0,0,21298,163,238,0
0,31,1,29,1,0,0,48879,152,250,0
0,21,1,28,0,0,1,40799,152,92,0
0,76,1,52,0,1,0,56695,999,35,0
1,23,1,35,1,0,0,2630,152,54,0
0,36,1,28,0,1,1,49628,26,116,0
0,67,1,24,0,1,0,25917,999,192,0
1,47,1,28,1,1,1,49220,124,267,0
1,47,1,28,0,1,1,44685,26,157,0
1,50,1,28,0,1,1,54204,122,26,0
0,63,1,28,0,1,1,62020,999,103,0
1,42,1,28,1,1,0,41642,26,107,0
0,26,1,34,0,0,0,22727,152,69,0
1,37,1,28,0,1,0,28424,26,91,0
0,22,1,45,0,0,0,2630,160,105,0
0,21,1,30,1,0,0,29300,152,94,0
0,22,1,10,1,0,0,36782,152,187,0
1,23,1,6,0,0,1,30511,152,38,0
1,46,1,17,0,1,1,32859,124,37,1
1,44,1,28,1,1,0,2630,26,18,0
0,56,1,41,0,1,1,42164,124,259,0
0,47,1,11,1,1,0,40057,26,158,0
1,58,1,28,0,1,1,54329,122,81,0
0,38,1,18,1,1,0,27919,154,292,0
0,57,1,0,0,1,1,2630,999,179,0
1,44,1,28,0,1,1,47114,26,15,0
1,51,1,28,1,1,0,46378,999,60,0
1,42,1,35,0,1,1,2630,26,208,1
1,61,1,31,1,1,0,2630,26,242,0
1,24,1,28,1,0,1,61778,124,232,0
0,69,1,28,0,1,1,50013,26,116,0
0,43,1,21,1,1,1,33601,154,286,0
0,43,1,28,0,1,1,31730,124,203,0
1,25,1,33,1,0,0,21928,152,293,0
1,21,1,35,1,0,0,43752,152,266,0
1,48,1,28,0,1,1,45103,26,146,0
0,22,1,6,1,0,0,23898,152,187,0
1,26,1,28,0,0,1,32241,152,10,0
0,63,1,47,1,1,0,36562,26,127,0
0,24,1,11,0,0,1,35202,152,263,0
1,26,1,13,0,0,0,2630,152,255,0
0,38,1,33,0,1,1,29613,124,226,1
0,36,1,28,0,1,1,29977,124,197,1
1,41,1,50,0,1,1,29369,124,189,1
1,35,1,28,0,1,1,34034,122,162,1
1,51,1,17,1,1,0,44428,124,295,0
0,24,1,11,1,0,0,29455,152,95,0
0,63,1,28,0,2,1,71406,999,289,0
0,56,1,28,1,1,0,47931,124,273,0
0,21,1,44,1,0,0,26853,152,45,0
1,35,1,36,0,1,1,2630,156,82,0
0,22,1,28,0,0,1,49324,152,189,1
1,41,1,9,0,1,1,30336,124,241,0
1,43,1,28,0,1,1,42266,999,153,0
0,42,1,28,1,1,0,62027,122,15,0
0,26,1,28,1,0,0,24294,152,195,0
1,40,1,28,0,1,1,34361,124,180,1
0,21,1,8,0,0,1,45950,152,125,0
0,37,1,11,0,1,1,25198,124,174,0
1,27,1,2,1,0,0,30841,152,18,0
0,25,1,33,1,0,0,28185,152,151,0
0,23,1,6,0,0,1,30070,26,99,0
0,35,1,29,1,1,0,23659,152,155,0
0,23,1,2,0,0,1,27828,152,223,0
1,22,1,42,0,0,1,30732,152,174,0
1,28,1,41,1,1,0,34016,26,241,0
1,51,1,28,0,1,1,47677,26,243,0
0,23,1,28,1,0,0,55150,152,93,0
1,22,1,50,1,0,0,30743,152,201,0
1,32,1,15,1,0,0,37445,152,248,0
1,28,1,21,1,0,0,32413,152,190,0
1,34,1,33,0,1,1,2630,157,102,1
0,45,1,28,0,1,1,48682,122,229,0
0,46,1,28,0,1,1,43497,124,245,0
1,23,1,13,1,0,0,28456,152,71,0
0,41,1,28,0,1,1,2630,156,113,0
0,50,1,11,0,1,1,27961,26,198,1
0,45,1,28,0,1,1,41764,124,140,0
1,41,1,8,0,1,1,27927,26,229,0
0,24,1,46,1,0,0,30452,152,279,0
1,60,1,28,0,1,1,31079,26,35,0
1,46,1,28,0,1,1,25729,999,16,0
1,27,1,45,1,0,0,2630,152,169,0
0,21,1,13,1,0,0,2630,160,135,0
1,26,1,21,1,0,0,16613,152,282,0
1,40,1,18,0,1,1,2630,124,277,1
1,39,1,41,0,1,0,25398,152,15,0
1,58,1,28,0,1,1,23658,124,71,0
0,52,1,8,1,1,0,33907,26,165,0
0,56,1,10,1,1,0,27806,152,185,0
1,21,1,46,1,0,0,28364,152,245,0
0,37,1,33,0,2,1,27457,124,70,1
0,33,1,0,1,1,0,2630,999,21,0
0,25,1,15,0,0,1,33474,152,265,0
1,24,1,29,1,0,0,26616,152,124,0
1,33,1,28,1,0,0,34032,152,211,0
1,21,1,46,1,0,0,46149,160,37,0
1,65,1,41,1,1,0,33623,124,69,0
0,26,1,50,0,0,1,33238,152,147,0
1,25,1,8,1,0,0,42334,160,203,0
0,46,1,28,0,1,1,35209,26,220,0
0,24,1,8,1,0,0,27860,152,121,0
0,69,1,28,0,2,1,29224,122,264,0
1,40,1,6,1,1,0,27650,124,227,0
0,22,1,46,1,0,0,26835,152,198,0
1,70,1,11,0,1,1,29183,26,291,0
0,22,1,33,0,0,1,30454,26,58,0
0,22,1,8,1,0,0,38240,152,14,0
1,46,1,3,0,1,0,32551,26,181,0
1,41,1,36,1,1,1,2630,26,100,0
1,65,1,28,0,1,1,36106,999,29,0
1,72,1,12,0,1,1,25528,26,163,0
0,21,1,15,1,0,0,38973,160,41,0
1,44,1,28,0,1,1,36309,26,272,0
0,49,1,12,1,1,0,26179,124,84,0
1,49,1,50,0,1,1,37395,999,276,0
0,23,1,28,1,0,0,35550,152,121,0
1,48,1,8,1,1,0,2630,124,191,0
1,48,1,5,0,1,1,24156,124,104,0
0,24,1,36,0,0,1,36018,152,231,0
0,62,1,8,0,1,1,2630,157,299,0
0,25,1,28,0,0,1,47387,152,76,0
1,39,1,28,0,1,1,34832,999,202,0
0,45,1,28,1,1,0,42611,124,236,0
1,68,1,28,0,1,1,42984,26,17,0
1,77,1,44,1,1,0,23946,26,172,0
1,50,1,28,1,1,0,33517,124,81,0
0,24,1,29,1,0,0,40416,152,134,0
1,22,1,48,0,0,0,2630,152,43,0
1,23,1,50,0,0,1,33257,152,94,0
1,48,1,28,0,1,1,43396,124,263,0
0,46,1,33,0,1,1,31201,152,55,0
1,25,1,29,0,0,0,28910,152,23,0
1,22,1,28,1,0,1,22954,999,96,0
1,71,0,15,0,1,1,36243,124,296,0
0,23,1,46,1,0,0,27927,152,213,0
1,45,1,14,0,1,1,2630,157,246,1
0,25,1,50,1,0,0,27246,152,133,0
1,40,1,28,1,1,0,34026,157,213,0
0,24,1,8,1,0,0,43126,152,200,0
1,75,1,8,1,1,1,70606,26,58,0
1,64,1,24,0,1,1,31004,26,58,1
0,48,1,46,1,1,0,29333,999,79,0
1,48,1,4,0,1,1,23089,124,269,0
0,47,1,48,0,1,0,2630,124,131,0
1,24,1,32,1,0,0,34334,152,137,0
0,25,1,36,1,0,0,25096,152,200,0
1,46,1,46,0,1,1,31069,124,77,1
0,41,1,30,1,1,0,45503,124,73,0
1,24,1,28,0,0,1,45720,999,225,0
0,23,1,9,1,0,0,2630,151,160,0
0,22,1,15,1,0,0,34027,152,54,0
1,21,1,43,0,0,0,48807,152,225,0
1,33,1,0,1,1,0,2630,999,31,0
0,23,1,28,1,0,0,35344,152,298,0
1,34,1,35,1,1,0,28115,124,227,0
0,46,1,28,0,1,1,38428,26,178,0
1,28,1,8,1,0,0,46671,152,265,0
0,43,1,28,0,2,1,33783,124,135,0
0,32,1,10,0,1,1,2630,156,236,0
1,26,1,14,0,0,1,29009,152,12,0
0,31,1,28,0,1,1,34904,124,52,0
1,46,1,2,1,1,0,20123,124,65,0
0,43,1,46,0,1,1,24463,26,204,0
1,60,1,24,0,1,1,24197,999,239,0
0,36,1,17,0,1,1,30903,152,200,0
1,23,1,8,1,0,0,37144,152,182,0
0,69,1,30,0,1,1,24931,124,212,1
0,28,1,8,1,0,0,39385,152,222,0
1,38,1,28,0,1,1,31425,26,127,1
1,43,1,47,0,1,1,38844,124,253,0
0,73,1,9,0,1,1,25435,26,241,0
1,52,1,18,0,1,1,34132,26,66,0
0,44,1,41,0,1,1,30397,26,175,0
0,40,1,2,0,1,1,28964,26,280,0
0,20,1,26,0,0,1,29519,160,292,0
1,42,1,28,0,1,1,43747,26,262,1
1,39,1,28,0,1,1,44869,124,122,0
0,52,1,28,0,1,1,33470,124,258,0
1,54,1,14,1,1,0,27856,26,49,0
1,31,1,33,1,1,1,2630,124,179,0
1,39,1,35,0,1,1,2630,124,213,0
1,31,1,21,0,0,1,2630,160,248,0
1,22,1,18,0,0,1,29881,152,153,0
1,53,1,28,0,2,1,60733,26,210,1
0,24,1,33,1,0,0,34046,152,191,0
1,37,1,8,1,1,0,32354,157,18,0
1,54,1,8,1,1,0,2630,124,246,0
0,21,1,30,1,0,0,35550,160,239,0
1,69,1,8,1,1,1,33629,999,285,0
0,22,1,45,0,0,1,35672,152,137,0
1,79,1,28,0,1,0,2630,157,35,0
0,22,1,47,0,0,1,32166,152,11,0
1,60,1,8,1,1,0,2630,26,55,0
0,39,1,9,0,1,1,34659,124,252,0
1,21,1,30,1,0,0,25295,160,106,0
1,31,1,6,0,0,0,2630,152,200,0
0,45,1,46,1,1,0,27778,124,95,0
1,66,1,8,0,1,1,31164,26,100,0
