,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id
498,5117,619,610053,,,蛋挞,0,1,8,,2016-08-03 21:03:13,,,,0,,,caipu/501002.jpg,1124
499,5118,619,609931,,,焖猪手,0,1,58,,2016-08-03 21:03:27,,,,0,,,caipu/203002.jpg,1124
500,5535,660,609971,,,大理石奶油蛋糕,0,1,13,,2016-08-03 21:06:30,,,,0,,,caipu/502001.jpg,1116
501,5538,660,609943,,,剁椒鱼头,0,1,55,,2016-08-03 21:07:40,,,,0,,,caipu/103004.jpg,1116
502,5398,649,609976,,,芹黄鳝丝,0,1,58,,2016-08-03 21:25:35,,,,0,,,caipu/106001.jpg,1557
503,5400,649,610031,,,糖醋蕃茄溜青花,0,1,33,,2016-08-03 21:27:24,,,,0,,,caipu/304005.jpg,1557
504,5399,649,610019,,,白斩鸡,0,1,88,,2016-08-03 21:27:55,,,,0,,,caipu/204002.jpg,1557
505,5401,649,610043,,,肉丁茄子,0,1,39,,2016-08-03 21:29:39,,,,0,,,caipu/305002.jpg,1557
506,5403,649,609971,,,大理石奶油蛋糕,0,1,13,,2016-08-03 21:30:37,,,,0,,,caipu/502001.jpg,1557
507,5402,649,609946,,,谷稻小庄 ,0,1,38,,2016-08-03 21:30:45,,,,0,,,caipu/404002.jpg,1557
508,5404,649,609937,,,冰糖红豆薏米粥,0,1,15,,2016-08-03 21:32:39,,,,0,,,caipu/602003.jpg,1557
509,5405,649,609998,,,清爽拌凉面,0,1,15,,2016-08-03 21:36:37,,,,0,,,caipu/603002.jpg,1557
510,5406,649,610052,,,黄油曲奇饼干,0,1,16,,2016-08-03 21:39:07,,,,0,,,caipu/501001.jpg,1557
511,5407,649,610008,,,五色糯米饭(七色),0,1,35,,2016-08-03 21:39:37,,,,0,,,caipu/601002.jpg,1557
512,1888,302,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-04 11:06:43,,,,0,,,caipu/101001.jpg,1458
513,1889,302,609968,,,油焖麻辣虾,0,1,65,,2016-08-04 11:08:32,,,,0,,,caipu/101003.jpg,1458
514,1890,302,609969,,,香辣腐乳炒虾,0,1,56,,2016-08-04 11:09:22,,,,0,,,caipu/101004.jpg,1458
515,1891,302,609932,,,爆炒猪肝,0,1,68,,2016-08-04 11:10:05,,,,0,,,caipu/203003.jpg,1458
516,1892,302,609946,,,谷稻小庄 ,0,1,38,,2016-08-04 11:12:03,,,,0,,,caipu/404002.jpg,1458
517,1896,302,609976,,,芹黄鳝丝,0,1,58,,2016-08-04 11:13:42,,,,0,,,caipu/106001.jpg,1458
518,1894,302,609963,,,盘蟹蒸蛋,0,1,55,,2016-08-04 11:13:46,,,,0,,,caipu/102003.jpg,1458
519,1895,302,609974,,,南瓜枸杞小饼干,0,1,19,,2016-08-04 11:13:53,,,,0,,,caipu/502004.jpg,1458
520,1898,302,610002,,,老式面包,0,1,19,,2016-08-04 11:15:47,,,,0,,,caipu/503001.jpg,1458
521,1901,302,609939,,,香菇鸡肉粥,0,1,15,,2016-08-04 11:16:34,,,,0,,,caipu/602005.jpg,1458
522,1900,302,610020,,,"泡椒凤爪
",0,1,58,,2016-08-04 11:16:43,,,,0,,,caipu/204003.jpg,1458
523,1903,302,610010,,,白饭/小碗,0,8,1,,2016-08-04 11:17:39,,,,0,,,caipu/601004.jpg,1458
524,2198,310,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-04 11:58:32,,,,0,,,caipu/101001.jpg,1303
525,2199,310,610047,,,西瓜胡萝卜沙拉,0,1,26,,2016-08-04 12:01:57,,,,0,,,caipu/301001.jpg,1303
526,2201,310,609938,,,小米南瓜粥,0,2,13,,2016-08-04 12:06:56,,,,0,,,caipu/602004.jpg,1303
527,2538,383,609965,,,葱姜炒蟹,0,1,109,,2016-08-04 12:09:13,,,,0,,,caipu/102005.jpg,1105
528,2540,383,609944,,,水煮鱼,0,1,65,,2016-08-04 12:09:50,,,,0,,,caipu/103005.jpg,1105
529,2543,383,609962,,,倒立蒸梭子蟹,0,1,169,,2016-08-04 12:10:29,,,,0,,,caipu/102002.jpg,1105
530,2541,383,609943,,,剁椒鱼头,0,1,55,,2016-08-04 12:10:42,,,,0,,,caipu/103004.jpg,1105
531,2545,383,610013,,,番茄炖秋葵,0,1,35,,2016-08-04 12:12:52,,,,0,,,caipu/302002.jpg,1105
532,2550,383,609971,,,大理石奶油蛋糕,0,1,13,,2016-08-04 12:13:06,,,,0,,,caipu/502001.jpg,1105
533,2555,383,610004,,,南瓜芝士包,0,1,10,,2016-08-04 12:15:21,,,,0,,,caipu/503003.jpg,1105
534,2552,383,610015,,,葱油凉拌藕片,0,1,30,,2016-08-04 12:15:26,,,,0,,,caipu/302004.jpg,1105
535,2558,383,609930,,,豌豆薯仔猪骨汤,0,1,39,,2016-08-04 12:19:27,,,,0,,,caipu/203001.jpg,1105
536,2571,383,610046,,,青炒扁豆,0,1,28,,2016-08-04 12:19:32,,,,0,,,caipu/305005.jpg,1105
537,2562,383,609937,,,冰糖红豆薏米粥,0,1,15,,2016-08-04 12:19:49,,,,0,,,caipu/602003.jpg,1105
538,2578,383,609938,,,小米南瓜粥,0,1,13,,2016-08-04 12:22:03,,,,0,,,caipu/602004.jpg,1105
539,2575,383,610059,,,鸡蛋、肉末肠粉,0,1,13,,2016-08-04 12:22:30,,,,0,,,caipu/604003.jpg,1105
540,2588,383,609972,,,核桃葡萄干土司,0,1,19,,2016-08-04 12:23:22,,,,0,,,caipu/502002.jpg,1105
541,2594,383,610064,,,花蛤蒸蛋,0,1,37,,2016-08-04 12:24:02,,,,0,,,caipu/104003.jpg,1105
542,2602,383,609933,,,自制猪肉脯,0,1,48,,2016-08-04 12:24:14,,,,0,,,caipu/203004.jpg,1105
543,2603,383,609948,,,露露无糖杏仁露,0,1,7,,2016-08-04 12:26:49,,,,0,,,caipu/404004.jpg,1105
544,4286,547,609961,,,姜葱炒花蟹,0,1,45,,2016-08-04 17:38:22,,,,0,,,caipu/102001.jpg,1018
545,4288,547,609944,,,水煮鱼,0,1,65,,2016-08-04 17:38:22,,,,0,,,caipu/103005.jpg,1018
546,4290,547,609957,,,"蒙古烤羊腿


",0,1,48,,2016-08-04 17:38:45,,,,0,,,caipu/202003.jpg,1018
547,4291,547,610051,,,凉拌萝卜丝,0,1,20,,2016-08-04 17:39:30,,,,0,,,caipu/301005.jpg,1018
548,4293,547,610017,,,酸辣藕丁,0,1,33,,2016-08-04 17:39:55,,,,0,,,caipu/302006.jpg,1018
549,4294,547,609946,,,谷稻小庄 ,0,1,38,,2016-08-04 17:40:48,,,,0,,,caipu/404002.jpg,1018
550,4296,547,610002,,,老式面包,0,1,19,,2016-08-04 17:40:55,,,,0,,,caipu/503001.jpg,1018
551,4298,547,610008,,,五色糯米饭(七色),0,1,35,,2016-08-04 17:43:40,,,,0,,,caipu/601002.jpg,1018
552,4301,547,610011,,,白饭/大碗,0,2,10,,2016-08-04 17:46:06,,,,0,,,caipu/601005.jpg,1018
553,4303,547,609958,,,"香辣爆羊肝


",0,1,28,,2016-08-04 17:50:18,,,,0,,,caipu/202004.jpg,1018
554,4312,547,610039,,,培根紫菜卷,0,1,30,,2016-08-04 17:50:39,,,,0,,,caipu/105003.jpg,1018
555,4314,547,610010,,,白饭/小碗,0,1,1,,2016-08-04 17:51:26,,,,0,,,caipu/601004.jpg,1018
556,4315,547,609977,,,快炒黄鳝,0,1,50,,2016-08-04 17:52:15,,,,0,,,caipu/106002.jpg,1018
557,4316,547,610043,,,肉丁茄子,0,1,39,,2016-08-04 17:54:44,,,,0,,,caipu/305002.jpg,1018
558,4317,547,610027,,,清炒菊花菜,0,1,30,,2016-08-04 17:55:56,,,,0,,,caipu/304001.jpg,1018
559,5611,668,609967,,,香酥两吃大虾,0,1,89,,2016-08-04 18:06:18,,,,0,,,caipu/101002.jpg,1232
560,5616,668,610048,,,拌土豆丝,0,1,25,,2016-08-04 18:11:29,,,,0,,,caipu/301002.jpg,1232
561,5620,668,609976,,,芹黄鳝丝,0,1,58,,2016-08-04 18:13:03,,,,0,,,caipu/106001.jpg,1232
562,5623,668,610007,,,桂圆肉红豆八宝饭,0,1,39,,2016-08-04 18:19:24,,,,0,,,caipu/601001.jpg,1232
563,5661,668,610068,,,38度剑南春 ,0,1,80,,2016-08-04 18:20:04,,,,0,,,caipu/401001.jpg,1232
564,6417,742,609962,,,倒立蒸梭子蟹,0,1,169,,2016-08-04 18:21:28,,,,0,,,caipu/102002.jpg,1597
565,6419,742,610063,,,蒜香辣花甲,0,1,45,,2016-08-04 18:22:45,,,,0,,,caipu/104002.jpg,1597
566,6418,742,609941,,,清蒸海鱼,0,1,78,,2016-08-04 18:22:50,,,,0,,,caipu/103002.jpg,1597
567,6420,742,609978,,,爆炒鳝碌,0,1,55,,2016-08-04 18:24:04,,,,0,,,caipu/106003.jpg,1597
568,6423,742,609992,,,"番茄炖牛腩


",0,1,35,,2016-08-04 18:24:26,,,,0,,,caipu/201002.jpg,1597
569,6422,742,609956,,,孜然羊排,0,1,88,,2016-08-04 18:24:42,,,,0,,,caipu/202002.jpg,1597
570,6421,742,609983,,,干锅田鸡,0,1,88,,2016-08-04 18:24:55,,,,0,,,caipu/205003.jpg,1597
571,6424,742,610050,,,番茄甘蓝,0,1,33,,2016-08-04 18:25:39,,,,0,,,caipu/301004.jpg,1597
572,6425,742,609951,,,炝炒大白菜,0,1,29,,2016-08-04 18:25:56,,,,0,,,caipu/303002.jpg,1597
573,6426,742,609999,,,鱼香肉丝拌面,0,1,18,,2016-08-04 18:27:08,,,,0,,,caipu/603003.jpg,1597
574,6427,742,610011,,,白饭/大碗,0,1,10,,2016-08-04 18:27:08,,,,0,,,caipu/601005.jpg,1597
575,4792,593,609970,,,麻辣小龙虾,0,1,99,,2016-08-04 18:36:02,,,,0,,,caipu/101006.jpg,1189
576,4795,593,609944,,,水煮鱼,0,1,65,,2016-08-04 18:37:55,,,,0,,,caipu/103005.jpg,1189
577,4797,593,609993,,,百里香奶油烤红酒牛肉,0,1,178,,2016-08-04 18:39:23,,,,0,,,caipu/111.jpg,1189
578,4799,593,609956,,,孜然羊排,0,1,88,,2016-08-04 18:40:17,,,,0,,,caipu/202002.jpg,1189
579,4803,593,609953,,,凉拌菠菜,0,1,27,,2016-08-04 18:41:26,,,,0,,,caipu/303004.jpg,1189
580,4801,593,609931,,,焖猪手,0,1,58,,2016-08-04 18:41:32,,,,0,,,caipu/203002.jpg,1189
581,4804,593,609954,,,凉拌蒜蓉西兰花,0,1,29,,2016-08-04 18:41:53,,,,0,,,caipu/304001.jpg,1189
582,4805,593,610027,,,清炒菊花菜,0,1,30,,2016-08-04 18:42:31,,,,0,,,caipu/304001.jpg,1189
583,4806,593,610028,,,培根花菜,0,1,35,,2016-08-04 18:42:32,,,,0,,,caipu/304002.jpg,1189
584,4807,593,610029,,,黄花菜炒木耳,0,1,35,,2016-08-04 18:43:13,,,,0,,,caipu/304003.jpg,1189
585,4808,593,610070,,,52度泸州老窖 ,0,1,159,,2016-08-04 18:44:11,,,,0,,,caipu/401003.jpg,1189
586,4809,593,610011,,,白饭/大碗,0,1,10,,2016-08-04 18:45:44,,,,0,,,caipu/601005.jpg,1189
587,5523,1259,610066,,,辣炒田螺,0,1,35,,2016-08-04 18:52:23,,,,0,,,caipu/104005.jpg,1115
588,6003,703,609967,,,香酥两吃大虾,0,1,89,,2016-08-04 18:54:01,,,,0,,,caipu/101002.jpg,1594
589,5525,1259,609950,,,大蒜苋菜,0,1,30,,2016-08-04 18:55:52,,,,0,,,caipu/303001.jpg,1115
590,5534,1259,609931,,,焖猪手,0,1,58,,2016-08-04 19:00:21,,,,0,,,caipu/203002.jpg,1115
591,6004,703,609946,,,谷稻小庄 ,0,1,38,,2016-08-04 19:03:11,,,,0,,,caipu/404002.jpg,1594
592,5545,1259,610008,,,五色糯米饭(七色),0,1,35,,2016-08-04 19:03:17,,,,0,,,caipu/601002.jpg,1115
593,5691,673,610062,,,蒜蓉生蚝,0,1,49,,2016-08-04 20:38:09,,,,0,,,caipu/104001.jpg,1221
594,5689,673,609962,,,倒立蒸梭子蟹,0,1,169,,2016-08-04 20:38:12,,,,0,,,caipu/102002.jpg,1221
595,5694,673,610037,,,辣炒海带丝,0,1,19,,2016-08-04 20:39:57,,,,0,,,caipu/105001.jpg,1221
596,5696,673,609979,,,鲜美鳝鱼,0,1,55,,2016-08-04 20:43:35,,,,0,,,caipu/106004.jpg,1221
597,5701,673,609984,,,重庆特色油烧兔,0,1,69,,2016-08-04 20:45:08,,,,0,,,caipu/205004.jpg,1221
598,5698,673,610019,,,白斩鸡,0,1,88,,2016-08-04 20:45:33,,,,0,,,caipu/204002.jpg,1221
599,5708,673,610070,,,52度泸州老窖 ,0,1,159,,2016-08-04 20:47:05,,,,0,,,caipu/401003.jpg,1221
600,5704,673,609957,,,"蒙古烤羊腿


",0,1,48,,2016-08-04 20:47:33,,,,0,,,caipu/202003.jpg,1221
601,5711,673,609999,,,鱼香肉丝拌面,0,1,18,,2016-08-04 20:50:10,,,,0,,,caipu/603003.jpg,1221
602,5715,673,610000,,,酸辣汤面,0,1,16,,2016-08-04 20:50:21,,,,0,,,caipu/603004.jpg,1221
603,5628,669,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-04 21:12:14,,,,0,,,caipu/101001.jpg,1273
604,5629,669,609933,,,自制猪肉脯,0,1,48,,2016-08-04 21:14:46,,,,0,,,caipu/203004.jpg,1273
605,5635,669,609964,,,避风塘炒蟹,0,1,48,,2016-08-04 21:16:51,,,,0,,,caipu/102004.jpg,1273
606,5630,669,609941,,,清蒸海鱼,0,1,78,,2016-08-04 21:16:55,,,,0,,,caipu/103002.jpg,1273
607,5638,669,610012,,,香菇鹌鹑蛋,0,1,39,,2016-08-04 21:17:23,,,,0,,,caipu/302001.jpg,1273
608,5640,669,610047,,,西瓜胡萝卜沙拉,0,1,26,,2016-08-04 21:18:21,,,,0,,,caipu/301001.jpg,1273
609,5645,669,610017,,,酸辣藕丁,0,1,33,,2016-08-04 21:19:51,,,,0,,,caipu/302006.jpg,1273
610,5654,669,610054,,,不加一滴油的酸奶蛋糕,0,1,7,,2016-08-04 21:21:34,,,,0,,,caipu/501003.jpg,1273
611,5649,669,609946,,,谷稻小庄 ,0,1,38,,2016-08-04 21:21:35,,,,0,,,caipu/404002.jpg,1273
612,5676,669,610034,,,法国波尔多AOC干红葡萄酒原,0,1,159,,2016-08-04 21:22:05,,,,0,,,caipu/402003.jpg,1273
613,5675,669,610056,,,纸杯蛋糕,0,1,8,,2016-08-04 21:22:14,,,,0,,,caipu/501005.jpg,1273
614,5662,669,610011,,,白饭/大碗,0,2,10,,2016-08-04 21:22:30,,,,0,,,caipu/601005.jpg,1273
615,5658,669,610008,,,五色糯米饭(七色),0,1,35,,2016-08-04 21:22:37,,,,0,,,caipu/601002.jpg,1273
616,5684,669,610043,,,肉丁茄子,0,1,39,,2016-08-04 21:23:23,,,,0,,,caipu/305002.jpg,1273
617,5681,669,609953,,,凉拌菠菜,0,1,27,,2016-08-04 21:23:50,,,,0,,,caipu/303004.jpg,1273
618,5687,669,609981,,,桂圆枸杞鸽子汤,0,1,48,,2016-08-04 21:24:18,,,,0,,,caipu/205001.jpg,1273
619,5690,669,609956,,,孜然羊排,0,1,88,,2016-08-04 21:24:51,,,,0,,,caipu/202002.jpg,1273
620,5692,669,609995,,,"党参黄芪炖牛尾


",0,1,35,,2016-08-04 21:25:59,,,,0,,,caipu/201005.jpg,1273
621,5695,669,609979,,,鲜美鳝鱼,0,1,55,,2016-08-04 21:27:21,,,,0,,,caipu/106004.jpg,1273
622,3231,443,610010,,,白饭/小碗,0,6,1,,2016-08-04 21:32:23,,,,0,,,caipu/601004.jpg,1605
623,3230,443,609970,,,麻辣小龙虾,0,1,99,,2016-08-04 21:32:34,,,,0,,,caipu/101006.jpg,1605
624,3235,443,609943,,,剁椒鱼头,0,1,55,,2016-08-04 21:33:05,,,,0,,,caipu/103004.jpg,1605
625,3234,443,609953,,,凉拌菠菜,0,1,27,,2016-08-04 21:33:30,,,,0,,,caipu/303004.jpg,1605
626,3232,443,609961,,,姜葱炒花蟹,0,1,45,,2016-08-04 21:33:45,,,,0,,,caipu/102001.jpg,1605
627,3236,443,609942,,,辣炒鱿鱼,0,1,58,,2016-08-04 21:38:17,,,,0,,,caipu/103003.jpg,1605
628,3238,443,609930,,,豌豆薯仔猪骨汤,0,1,39,,2016-08-04 21:38:52,,,,0,,,caipu/203001.jpg,1605
629,3239,443,610053,,,蛋挞,0,1,8,,2016-08-04 21:39:21,,,,0,,,caipu/501002.jpg,1605
630,3240,443,609932,,,爆炒猪肝,0,1,68,,2016-08-04 21:40:44,,,,0,,,caipu/203003.jpg,1605
631,3241,443,609957,,,"蒙古烤羊腿


",0,1,48,,2016-08-04 21:42:48,,,,0,,,caipu/202003.jpg,1605
632,3243,443,609985,,,三色凉拌手撕兔,0,1,66,,2016-08-04 21:43:39,,,,0,,,caipu/205005.jpg,1605
633,3242,443,609956,,,孜然羊排,0,1,88,,2016-08-04 21:43:59,,,,0,,,caipu/202002.jpg,1605
634,3244,443,609991,,,"香烤牛排


",0,1,55,,2016-08-04 21:45:34,,,,0,,,caipu/201001.jpg,1605
635,3245,443,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-04 21:47:59,,,,0,,,caipu/101001.jpg,1605
636,4417,557,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-04 21:54:20,,,,0,,,caipu/101001.jpg,1163
637,4427,557,609942,,,辣炒鱿鱼,0,1,58,,2016-08-04 21:56:12,,,,0,,,caipu/103003.jpg,1163
638,4423,557,609943,,,剁椒鱼头,0,1,55,,2016-08-04 21:56:51,,,,0,,,caipu/103004.jpg,1163
639,4430,557,610037,,,辣炒海带丝,0,1,19,,2016-08-04 21:58:10,,,,0,,,caipu/105001.jpg,1163
640,4452,557,609956,,,孜然羊排,0,1,88,,2016-08-04 21:58:29,,,,0,,,caipu/202002.jpg,1163
641,4459,557,609953,,,凉拌菠菜,0,1,27,,2016-08-04 21:59:03,,,,0,,,caipu/303004.jpg,1163
642,4464,557,610015,,,葱油凉拌藕片,0,1,30,,2016-08-04 22:00:11,,,,0,,,caipu/302004.jpg,1163
643,4476,557,609984,,,重庆特色油烧兔,0,1,69,,2016-08-04 22:00:39,,,,0,,,caipu/205004.jpg,1163
644,4481,557,609947,,, 北冰洋汽水 ,0,6,5,,2016-08-04 22:01:11,,,,0,,,caipu/404003.jpg,1163
645,4478,557,609986,,,哈尔滨啤酒罐装,0,4,7,,2016-08-04 22:01:48,,,,0,,,caipu/403001.jpg,1163
646,4485,557,610011,,,白饭/大碗,0,3,10,,2016-08-04 22:02:16,,,,0,,,caipu/601005.jpg,1163
647,4492,557,609952,,,美妙绝伦之白莲花,0,1,29,,2016-08-04 22:02:54,,,,0,,,caipu/303003.jpg,1163
648,4489,557,609957,,,"蒙古烤羊腿


",0,1,48,,2016-08-04 22:02:55,,,,0,,,caipu/202003.jpg,1163
649,4497,557,610047,,,西瓜胡萝卜沙拉,0,1,26,,2016-08-04 22:03:15,,,,0,,,caipu/301001.jpg,1163
650,4535,557,609958,,,"香辣爆羊肝


",0,1,28,,2016-08-04 22:04:08,,,,0,,,caipu/202004.jpg,1163
651,4504,557,609981,,,桂圆枸杞鸽子汤,0,1,48,,2016-08-04 22:04:19,,,,0,,,caipu/205001.jpg,1163
652,4539,557,610012,,,香菇鹌鹑蛋,0,1,39,,2016-08-04 22:04:22,,,,0,,,caipu/302001.jpg,1163
653,4557,557,609970,,,麻辣小龙虾,0,1,99,,2016-08-04 22:06:12,,,,0,,,caipu/101006.jpg,1163
654,4569,557,610043,,,肉丁茄子,0,1,39,,2016-08-04 22:07:39,,,,0,,,caipu/305002.jpg,1163
655,4578,557,610020,,,"泡椒凤爪


",0,1,58,,2016-08-04 22:07:52,,,,0,,,caipu/204003.jpg,1163
656,2161,333,609959,,,"小炒羊腰
",0,1,36,,2016-08-05 12:04:54,,,,0,,,caipu/202005.jpg,1249
657,2162,333,610014,,,金玉良缘,0,1,30,,2016-08-05 12:06:20,,,,0,,,caipu/302003.jpg,1249
658,2164,333,609940,,,清蒸蝶鱼,0,1,56,,2016-08-05 12:10:02,,,,0,,,caipu/103001.jpg,1249
659,2165,333,609953,,,凉拌菠菜,0,1,27,,2016-08-05 12:15:49,,,,0,,,caipu/303004.jpg,1249
660,2167,333,610011,,,白饭/大碗,0,1,10,,2016-08-05 12:19:39,,,,0,,,caipu/601005.jpg,1249
661,2548,384,609941,,,清蒸海鱼,0,1,78,,2016-08-05 12:27:13,,,,0,,,caipu/103002.jpg,1148
662,2556,384,610018,,,"照烧鸡腿


",0,1,16,,2016-08-05 12:29:16,,,,0,,,caipu/204001.jpg,1148
663,2560,384,610021,,,爆炒鸡翅,0,1,56,,2016-08-05 12:30:10,,,,0,,,caipu/204004.jpg,1148
664,2564,384,610030,,,番茄有机花菜,0,1,32,,2016-08-05 12:31:29,,,,0,,,caipu/304004.jpg,1148
665,2574,384,609999,,,鱼香肉丝拌面,0,1,18,,2016-08-05 12:32:09,,,,0,,,caipu/603003.jpg,1148
666,2583,384,610060,,,广式虾仁肠粉,0,1,18,,2016-08-05 12:32:47,,,,0,,,caipu/604004.jpg,1148
667,2568,384,609949,,,意文柠檬汁 ,0,1,13,,2016-08-05 12:32:54,,,,0,,,caipu/404005.jpg,1148
668,7367,831,609969,,,香辣腐乳炒虾,0,1,56,,2016-08-05 12:36:29,,,,0,,,caipu/101004.jpg,1096
669,7368,831,609933,,,自制猪肉脯,0,1,48,,2016-08-05 12:37:33,,,,0,,,caipu/203004.jpg,1096
670,7369,831,609934,,,芹菜炒腰花,0,1,18,,2016-08-05 12:38:05,,,,0,,,caipu/203005.jpg,1096
671,7370,831,609935,,,山药养生粥,0,1,19,,2016-08-05 12:39:50,,,,0,,,caipu/602001.jpg,1096
672,2525,382,609970,,,麻辣小龙虾,0,1,99,,2016-08-05 12:41:35,,,,0,,,caipu/101006.jpg,1206
673,2527,382,609944,,,水煮鱼,0,1,65,,2016-08-05 12:41:51,,,,0,,,caipu/103005.jpg,1206
674,7372,831,609942,,,辣炒鱿鱼,0,1,58,,2016-08-05 12:42:30,,,,0,,,caipu/103003.jpg,1096
675,7371,831,609941,,,清蒸海鱼,0,1,78,,2016-08-05 12:42:35,,,,0,,,caipu/103002.jpg,1096
676,7373,831,609946,,,谷稻小庄 ,0,1,38,,2016-08-05 12:43:15,,,,0,,,caipu/404002.jpg,1096
677,7374,831,609953,,,凉拌菠菜,0,1,27,,2016-08-05 12:45:04,,,,0,,,caipu/303004.jpg,1096
678,2528,382,609942,,,辣炒鱿鱼,0,1,58,,2016-08-05 12:45:10,,,,0,,,caipu/103003.jpg,1206
679,2530,382,609953,,,凉拌菠菜,0,1,27,,2016-08-05 12:45:11,,,,0,,,caipu/303004.jpg,1206
680,7375,831,609956,,,孜然羊排,0,1,88,,2016-08-05 12:46:24,,,,0,,,caipu/202002.jpg,1096
681,2536,382,609962,,,倒立蒸梭子蟹,0,1,169,,2016-08-05 12:46:44,,,,0,,,caipu/102002.jpg,1206
682,2531,382,610010,,,白饭/小碗,0,4,1,,2016-08-05 12:46:57,,,,0,,,caipu/601004.jpg,1206
683,7376,831,610004,,,南瓜芝士包,0,1,10,,2016-08-05 12:47:50,,,,0,,,caipu/503003.jpg,1096
684,2547,382,609957,,,"蒙古烤羊腿


",0,1,48,,2016-08-05 12:48:20,,,,0,,,caipu/202003.jpg,1206
685,7378,831,609999,,,鱼香肉丝拌面,0,1,18,,2016-08-05 12:48:38,,,,0,,,caipu/603003.jpg,1096
686,7377,831,610009,,,黑米恋上葡萄,0,1,33,,2016-08-05 12:48:43,,,,0,,,caipu/601003.jpg,1096
687,7379,831,610018,,,"照烧鸡腿


",0,1,16,,2016-08-05 12:49:16,,,,0,,,caipu/204001.jpg,1096
688,1976,313,609969,,,香辣腐乳炒虾,0,1,56,,2016-08-05 13:39:04,,,,0,,,caipu/101004.jpg,1226
689,1985,313,609995,,,"党参黄芪炖牛尾
",0,1,35,,2016-08-05 13:41:57,,,,0,,,caipu/201005.jpg,1226
690,1987,313,609931,,,焖猪手,0,1,58,,2016-08-05 13:42:32,,,,0,,,caipu/203002.jpg,1226
691,8047,892,609940,,,清蒸蝶鱼,0,1,56,,2016-08-05 13:42:44,,,,0,,,caipu/103001.jpg,989
692,1994,313,610030,,,番茄有机花菜,0,1,32,,2016-08-05 13:44:40,,,,0,,,caipu/304004.jpg,1226
693,1992,313,610029,,,黄花菜炒木耳,0,1,35,,2016-08-05 13:44:46,,,,0,,,caipu/304003.jpg,1226
694,8053,892,610030,,,番茄有机花菜,0,1,32,,2016-08-05 13:48:32,,,,0,,,caipu/304004.jpg,989
695,8049,892,609957,,,"蒙古烤羊腿


",0,1,48,,2016-08-05 13:48:35,,,,0,,,caipu/202003.jpg,989
696,8051,892,610014,,,金玉良缘,0,1,30,,2016-08-05 13:48:38,,,,0,,,caipu/302003.jpg,989
697,1995,313,610037,,,辣炒海带丝,0,1,19,,2016-08-05 13:48:49,,,,0,,,caipu/105001.jpg,1226
698,1996,313,609946,,,谷稻小庄 ,0,1,38,,2016-08-05 13:49:43,,,,0,,,caipu/404002.jpg,1226
699,8057,892,609949,,,意文柠檬汁 ,0,1,13,,2016-08-05 13:50:46,,,,0,,,caipu/404005.jpg,989
700,2005,313,610010,,,白饭/小碗,0,6,1,,2016-08-05 13:50:51,,,,0,,,caipu/601004.jpg,1226
701,8062,892,609998,,,清爽拌凉面,0,1,15,,2016-08-05 13:56:08,,,,0,,,caipu/603002.jpg,989
702,6619,762,610039,,,培根紫菜卷,0,1,30,,2016-08-05 17:16:23,,,,0,,,caipu/105003.jpg,1138
703,6617,762,609930,,,豌豆薯仔猪骨汤,0,1,39,,2016-08-05 17:16:25,,,,0,,,caipu/203001.jpg,1138
704,6621,762,609931,,,焖猪手,0,1,58,,2016-08-05 17:16:59,,,,0,,,caipu/203002.jpg,1138
705,6626,762,609936,,,皮蛋瘦肉粥,0,1,16,,2016-08-05 17:17:25,,,,0,,,caipu/602002.jpg,1138
706,6624,762,609932,,,爆炒猪肝,0,1,68,,2016-08-05 17:17:46,,,,0,,,caipu/203003.jpg,1138
707,6630,762,610061,,,牛肉鸡蛋肠粉,0,1,20,,2016-08-05 17:18:02,,,,0,,,caipu/604005.jpg,1138
708,6627,762,609946,,,谷稻小庄 ,0,1,38,,2016-08-05 17:18:53,,,,0,,,caipu/404002.jpg,1138
709,3153,1070,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-05 17:23:37,,,,0,,,caipu/101001.jpg,1177
710,3159,1070,609991,,,"香烤牛排


",0,1,55,,2016-08-05 17:23:49,,,,0,,,caipu/201001.jpg,1177
711,3158,1070,609992,,,"番茄炖牛腩


",0,1,35,,2016-08-05 17:23:55,,,,0,,,caipu/201002.jpg,1177
712,3156,1070,609970,,,麻辣小龙虾,0,1,99,,2016-08-05 17:23:59,,,,0,,,caipu/101006.jpg,1177
713,3160,1070,609957,,,"蒙古烤羊腿


",0,1,48,,2016-08-05 17:24:24,,,,0,,,caipu/202003.jpg,1177
714,3161,1070,609956,,,孜然羊排,0,1,88,,2016-08-05 17:24:27,,,,0,,,caipu/202002.jpg,1177
715,3162,1070,610048,,,拌土豆丝,0,1,25,,2016-08-05 17:25:01,,,,0,,,caipu/301002.jpg,1177
716,3163,1070,609953,,,凉拌菠菜,0,1,27,,2016-08-05 17:25:02,,,,0,,,caipu/303004.jpg,1177
